Customer ID,Support Tickets,Response Time (hours),Issue Resolution Time (days),Customer Satisfaction Score (NPS),Churn
33d27eb9-51d2-49f0-824e-3a98a267102b,8,63,24,1,Yes
d206c68f-d7e7-4008-885e-0501d499fa2f,7,8,10,9,Yes
ac372639-e046-4b0b-98eb-aff6a420c558,3,25,5,2,Yes
e8592fcb-ed0c-473d-8959-5c616def980e,3,11,17,0,Yes
36f5f25c-5d47-457c-bf32-17c6d17f27a5,9,26,6,1,Yes
86e009a6-70e8-4461-ba97-68f965e846ff,8,30,3,9,Yes
02497441-f101-4781-a365-2d9b485f9547,7,62,11,0,Yes
3695032e-3f9a-46f9-983b-3c200fe895ef,6,10,8,7,No
33bdf787-2f4c-4378-8474-032a2011c240,0,9,1,0,No
aaff9ee3-6c82-4885-8e7c-7be1318295f5,3,68,28,0,Yes
316322ca-d551-4ee4-9b3d-679bdfc988e7,0,5,23,9,Yes
5881df05-4973-4b95-8396-97ecd4b80b41,4,16,11,4,Yes
53db19fe-d63b-49b6-9352-9ba201855c1c,3,2,12,1,Yes
b283997e-5b04-46a9-8799-df10a7cf712d,6,18,10,5,Yes
660b1b86-1330-4854-8681-1fc6c7c84f66,7,37,1,8,No
65a0f7c4-779c-47b3-82cd-924dd852c571,0,49,13,1,No
da142cbd-3eca-4b7a-968f-841e3d91af38,4,9,19,9,No
32002259-5b40-4bed-9d6a-3e078bd9b8ce,9,66,16,7,No
eefbdb14-24c8-4db6-9104-e598bcc9a9cf,6,30,21,2,No
f884d0e8-6667-42f8-950a-d86fae4474ff,2,55,6,2,No
3893a1d0-b94f-4e3c-949f-07fb07396ec2,8,18,24,7,Yes
41c5209e-fd47-4b23-84b2-886e9d2fbb49,7,40,27,2,No
733dd92a-e906-46c9-b557-cdd07587898a,4,38,28,2,No
9b863c78-6840-461e-b763-cb7044c0669e,2,13,3,9,Yes
cb6a4651-7425-4721-ae6a-a7fa1d29f2dd,2,26,24,1,Yes
9303f5ad-466b-43da-a161-f658c0e7242e,2,31,23,1,No
30334e27-c3f8-4490-8790-112993d302af,1,55,10,9,Yes
7bf91ddb-787e-47bc-b5e3-ac8bd9c4023d,0,64,20,5,No
994af1bf-9489-44e0-b5a7-e152d2e06361,0,8,22,4,No
a6421c6c-c20a-4dc3-a1eb-318e5ac4c03b,8,31,13,5,Yes
802c5df1-2c16-44f7-a0f6-1047d49f3bbe,6,14,20,6,No
c854f3bf-7cd1-4f3b-b878-c961be944f1e,6,57,19,3,No
6828081c-67d6-4e62-bd25-3a0c1ddc5046,9,16,18,6,Yes
21091f29-0360-4837-bce9-d1ae7f6db2f0,1,30,18,6,No
cf119b06-5200-4d84-a6ae-bee814e764e9,3,22,16,2,Yes
6d979b19-c836-4aab-bc00-ca952f5abb4e,7,50,10,1,No
0189784e-53b2-450d-b534-3db0eacf890c,5,17,16,2,Yes
0b31a2c9-9f8a-4fd0-98a8-671ca331877e,3,39,6,4,Yes
39dbc0d1-acb3-4c54-8569-0b037c5ef41c,9,42,14,4,Yes
36256cd7-dac4-4f49-bdc4-ef8813591b9d,2,23,15,1,No
e52a2be7-1518-43fe-badc-064f0649df5e,1,69,13,6,Yes
0673ea82-23ca-4e75-a97a-1923956589f5,3,64,8,1,Yes
799d9d10-2924-49a1-b6c5-3dc0ebafe351,3,9,24,9,Yes
cbd232e1-330f-4d16-895d-b92570147f87,0,8,20,9,Yes
a81e1a84-c23a-42e1-ba54-5a0821d0fba4,7,64,25,7,No
7944dcd3-d69b-4009-a48f-a28d32ba7902,7,40,5,7,No
2713ca11-5e58-4f2a-8b19-2d13a9d17131,5,15,4,8,Yes
1afc5a0b-9bbc-477e-9c8d-abe6cfb0e4cd,4,12,26,0,No
24fde747-6bd8-458d-8041-f94d72e146aa,0,16,3,3,Yes
aa40f27e-dd08-4080-988b-8fc0765bdeae,7,28,15,2,No
fef68592-9f34-4484-a595-4995c42d1d7b,6,60,3,1,No
b34a1877-0b03-40ae-ace4-ef6c904f3718,2,28,19,1,No
9e949c16-9e93-4cc9-9fb6-c49629eb3c7f,6,24,22,4,Yes
5268573c-d169-420c-9b18-cb9901c81373,6,3,11,6,Yes
0b7a041e-687b-4544-8d0c-74c67481901c,1,23,1,6,No
94ef8f01-fb73-448f-ac3b-bd299125097d,9,50,8,0,Yes
50f63ca5-e5c8-4c31-a1c1-ab627210501b,2,61,4,7,Yes
f3743dc2-421d-4c11-9b7b-8a3cc6c7373c,6,3,28,5,Yes
b9b9a848-9312-4046-bbfb-ba43ea703781,8,34,21,9,Yes
e1bbcc96-6b26-473f-a346-e58f70c97ac3,5,29,3,7,No
964651d5-0cd5-4694-aea7-fac802f4f496,9,45,21,3,Yes
36911760-bd2f-4d5a-be1c-447719f015ff,3,24,3,5,Yes
4202cc06-177a-4e13-9e1e-7fad3cf13268,9,37,1,0,No
f54881c7-434e-415d-99a8-fa9ec35c2471,3,34,25,3,Yes
428a0e0a-d5f2-4acc-b902-2629de9198b8,7,49,18,5,Yes
65ce0b98-c143-4ff0-860b-262c4d7374d9,7,21,27,9,No
4e0f3574-523f-431f-9af2-155dc4e80e27,9,15,6,6,Yes
ed851ec4-ddd5-439a-b73f-1e1000c11182,8,13,19,9,No
1fc88f32-ff37-4962-b185-c9b2c5d6a42d,3,16,16,4,Yes
1b08aef3-88a5-404f-870b-69980e95ea25,4,61,28,2,No
a0c5e846-37cd-46f1-b783-88f90d7d2388,7,29,24,8,No
fa2475ba-5fcd-4a4e-a001-d6ce13741d49,7,57,17,9,No
9a4a0ae1-4505-4b40-8dce-33f3b61159ce,2,36,8,7,No
780b0764-78a0-46be-a3a8-6310b18ebeae,4,44,6,9,No
a3bb68e0-41e1-4d2f-9e0e-c82221f0f7b4,9,15,7,0,Yes
765b7ee8-64e0-4d1f-8f24-32a001a43b87,9,11,23,1,No
5aab7552-5162-4ef1-acbb-b9cf4898a2b8,1,11,4,1,No
33affa0d-3f77-4120-aba8-0024d8a7ccbc,5,28,13,8,No
0f8606c8-7e53-4948-8f0c-54325d1279b8,4,65,12,5,No
6a8255ba-39bd-4b18-a84a-7778b3a53d17,9,59,15,8,Yes
73cbc581-dafc-4e5e-ad2e-6ca10217ffc5,7,52,19,7,No
0db60926-9ae0-4f60-af85-c06bd35b91ab,1,59,4,5,Yes
03165ac1-4dfc-4480-b1b4-0a0aa8395987,6,14,10,5,No
f289101e-9141-4fa7-84a1-2591b7c7f7bc,4,35,7,5,No
50b6dfe5-fd71-4d62-a9c9-e94269f7fab5,4,3,14,4,Yes
2e351ada-3c7c-41d9-85e6-eaff330dff38,4,64,12,0,No
fc54413c-c183-4fa5-954d-36d452297d0b,4,39,10,5,Yes
5d8fae48-0cf0-495a-907e-fe87974fbf4b,0,71,7,0,No
5e2ec1df-272c-486d-bd65-ffcf569ce0dd,7,67,8,7,Yes
f9164fdb-1103-4324-a44d-b547f209f851,1,17,27,6,No
04cc37f9-18f8-4553-91db-8272b09f368e,6,21,29,3,No
b2d9166e-cdd6-4370-a915-834015285b69,4,16,6,6,Yes
260f789f-c27e-4391-b616-0d31b3cb1172,3,50,17,6,Yes
61e2c807-c45e-4030-ab7d-c79d1f37cd0d,1,25,23,6,Yes
f22b560d-048e-4d90-8566-a63cca3c7028,3,42,18,3,Yes
5423061c-e5e5-4c9b-af07-f1f0d50eb0ee,5,7,7,8,Yes
c5c2598a-0321-46b7-ab14-7cb4dca020f0,8,4,1,4,Yes
c62418e1-f278-4b4b-a16d-185a5c4c238b,4,60,21,1,No
217d3443-2ee7-4f50-be9a-fe35f201bf38,2,67,7,6,No
7be5da33-dee2-403e-ad92-0944f10a0c55,2,46,20,4,Yes
77848394-89ac-42b1-8a40-74830f5a281b,4,61,29,5,Yes
86359844-3c96-470e-93b1-5a1a3b431557,3,70,24,6,Yes
d25c038b-d190-4d43-ac3a-2f614cf888cd,7,1,13,2,Yes
b103b55e-973b-4ffe-99e4-35b39532da1d,0,31,22,4,No
a1fb4108-6e21-4693-950d-1740fc5509b5,9,31,6,5,Yes
f406aae6-a85b-4966-9a24-ba2f1921aff6,2,37,15,1,Yes
5614b07f-2b83-46d9-8da6-1d1c277221cb,4,14,27,8,No
5f13829c-40fc-4d1c-8fe5-fb50b9d46c35,3,67,18,3,Yes
7673df77-165c-4c81-9735-7249ea2d7bdd,0,40,21,0,Yes
4a88b098-ac47-493a-88c9-89106af0084c,4,9,6,7,Yes
e3ec2fc0-82c8-4402-9c58-e9e1dd68d7ce,0,45,18,2,No
1417baa7-0074-48ce-beb1-5d24e138c0db,7,23,2,1,Yes
a76ad6e0-049c-4055-bfe8-0b9ea0f0970d,9,22,29,6,Yes
08481ab4-7da5-4bfe-a8d0-340747d2ae17,5,31,17,9,Yes
d32b97e9-3651-44ad-96d5-415aaf2b90ea,6,50,13,9,Yes
5d3c345b-7be0-499e-929b-4e2617cc1da1,8,63,19,0,Yes
0b2252fe-b411-4c39-b135-f93b6529113d,7,59,20,8,No
cbcd29de-be20-4a25-9ef4-3f898d4269ac,0,32,15,1,No
9e06d33d-ef68-47d0-8c6a-160a679645da,1,62,4,3,Yes
ee82f69b-2d8e-4afd-bf79-db879780bb18,1,12,19,3,No
a698c771-c9ec-40ec-8a6c-6a17ff82b7fa,2,6,13,4,No
9e7b0e39-1bc6-4c00-aeaa-c473d29a49a7,4,32,13,1,No
ac1e59bb-a153-49ba-8265-7df4dac9960a,5,8,13,5,Yes
31033de0-f56e-40e2-9d75-40e6784caad0,2,35,6,3,Yes
03bbd67c-072d-4618-88bb-aebdd0ac6a5c,5,58,25,6,Yes
77b16969-ac4b-43b1-a604-8dab6eff23ed,5,22,23,4,No
2d46f691-b387-4e7f-a855-74165feac28b,9,59,28,5,No
66f7224b-d0b0-4a1e-aaef-3e4ab6168565,2,46,1,9,Yes
e1c39b09-9db0-4f3a-bf8d-71697a995804,3,9,15,5,No
ad0a5a9d-37d4-4849-82c3-925a102230a4,3,43,23,6,Yes
b21f1ce7-4417-4fea-9d20-df2e229770b1,0,3,23,4,Yes
3f9cf303-0545-4f47-a028-4e9627ff6db0,9,64,18,3,No
362a684b-28fd-42f0-ad41-815b347edc35,0,67,6,9,Yes
d036c4d2-e6ae-4ee6-a103-c53059f4268d,3,68,7,8,No
b4d6636e-3a55-468e-a545-b312c91100b9,7,6,10,5,Yes
ec322bdb-66f4-474b-8ab5-afad80ebfffc,8,28,24,6,Yes
e0ca776f-004d-4ea8-b701-d7144dc8d009,5,42,11,7,Yes
8255f7f4-8c83-4988-b5cf-8bc75e2ba4ce,2,22,24,0,Yes
25fc83cf-0da1-4b6c-ba52-cfd21d408ac4,0,62,8,2,No
867a98db-d719-4ae3-921c-d6cc43430bc5,3,27,1,7,Yes
33eb8b9b-116e-4f70-b19e-5c02b6093bc2,1,28,16,7,No
f94461b5-846a-40d7-806e-0b0103ea816f,6,18,21,9,No
1fc04c61-3abf-451b-8c5f-d3dc1b9fb02b,2,6,13,7,Yes
2425c751-f681-4d9a-872a-50d9624594c3,7,28,17,2,Yes
1c39e516-2179-4108-b15a-c0dec85b7428,8,65,16,6,No
b077b3c1-9786-433d-b5bd-1eba082ee801,3,18,16,9,Yes
b1d09558-25ed-4d9d-be64-73a1e08d1c88,4,49,8,5,No
fb22672b-241c-4038-b3b1-b233ff36f176,4,4,13,9,No
16511548-aae1-4d13-864e-ef25aced3395,7,24,13,5,No
5a89b1a5-2520-44c3-8ac6-414f0bd17c7e,0,12,17,3,No
f2f70c9b-8b3d-4c50-bb4f-130d5188c86e,5,11,8,9,Yes
f862f540-09f7-4bca-a582-76844885669e,1,10,10,1,No
980c366c-822c-4160-bee3-8b02af21009a,8,15,25,1,Yes
890dcaa3-e653-4e40-ada6-4198f8462e89,6,61,23,6,Yes
b77e59bf-de0b-4446-abb5-a1dea3b0bc91,9,19,28,2,Yes
54584091-778f-431e-8224-a45b631c8409,8,7,20,9,No
d33c98c6-a58d-45cf-a72f-34c64ff0c950,9,61,8,2,No
40f2bcda-c47e-47ed-b964-85726f3df69e,3,68,6,5,Yes
01b22765-ce36-4497-92d6-14da43c81eab,4,62,8,3,No
11790e72-33c2-410b-90ce-0be2b54e46ae,9,68,16,2,No
fb9a66c4-9a6b-4834-b319-7ea0fe20c58e,6,65,12,5,Yes
be35c4d2-b8c4-46c8-beb4-7f1270d3a019,2,19,19,0,No
f2b37af1-5dc1-4b77-9b6e-85426e41885e,7,59,19,0,Yes
8a7041b7-a6a3-4e9e-88a9-ef5c57ef6250,6,19,2,7,Yes
7dfc82ea-0f60-467d-8420-c8befe82e3d2,5,23,9,7,Yes
44b46c5e-8b3e-4a43-9eb4-4629375443ee,7,43,18,8,Yes
f567fb3a-e750-4d6e-835e-a66d564a631a,1,68,20,2,Yes
baf54556-7c87-45c8-90e3-8c2c4db40317,4,7,4,4,No
d667c60e-8f78-4af8-8d68-1cdc4cf7538e,8,46,3,5,Yes
018e7083-7569-4846-ad16-fa03396be8c5,7,46,28,2,Yes
a7ab9238-bdc4-47d5-ae03-bd5bbe4c7a5a,0,31,22,7,Yes
8a29fff6-aff0-4689-bf27-b393b1eeb46b,9,12,11,2,Yes
b4e3e453-4daf-442a-b50d-b0410d59ec48,7,22,26,8,Yes
66bc5824-fa93-48f7-9d31-60e6b7807431,1,65,9,4,No
9de70d71-e178-4ba6-b46d-43f492621000,6,29,23,9,Yes
90909913-99c1-40a1-8e6e-5f28304c2ed5,0,69,17,6,No
4f60800a-435c-4716-bfc8-7f9b1f1482bb,2,54,1,6,Yes
f4999292-b88c-440a-941c-8c605748ac36,6,14,17,4,Yes
81c8d29d-0af4-40a8-b8df-ea827d0fccd1,9,6,5,7,Yes
188d0deb-0ae4-4c40-9900-9029ac54852c,0,65,18,0,Yes
6502e8fc-77d1-4398-bae9-db5e1fea3e71,8,70,6,5,Yes
f4caa28d-490c-406e-8607-6a3b9b39755d,3,2,22,2,Yes
df963cfb-06ff-49a6-be71-69c154e59035,4,60,23,1,Yes
58c51434-20a3-4d3a-bb6a-9055caff3dcc,2,29,19,1,Yes
05bb0c09-2f5c-47de-8e23-489265dae75a,8,69,26,3,Yes
d15456bc-d157-40d2-8917-14f39e5865af,5,32,16,8,No
f1a178e1-0c7a-40bc-8319-46034976a00a,6,59,10,0,Yes
c81d1190-a47d-412a-b73e-12e70471cf05,7,10,21,2,Yes
8825983f-89cd-421c-abdc-47a3493c4278,0,31,21,0,Yes
e423cd10-3361-4f25-ab0e-dfbbf8adb323,0,18,17,0,Yes
91286afb-66e4-4d87-822a-1f0c033b3b96,5,44,25,9,No
a3deb667-8ab0-41c9-988d-33eb1d589a9f,5,70,7,6,Yes
65066163-c872-4294-b7a5-13afce0a8bbc,0,59,4,7,No
71716f14-13fc-4fa9-a6c9-cad9e300870f,7,62,15,9,Yes
d2299332-4f63-4a2a-a146-8545d5f2c7ed,9,5,12,2,No
62fb0884-08bb-4db1-bd42-f2e1603b483d,6,20,16,0,Yes
493f2e10-a746-4082-ac0e-1e333adb31c8,6,26,29,0,No
53fb1536-da2d-41e5-a2cd-4c52b6b63136,3,17,25,6,No
f0620edc-d468-43cc-8a47-57e184188e64,4,42,19,8,Yes
42a19112-a8bc-44f4-9abd-48b1f09f4dd5,7,41,13,4,No
0038c0af-a9c2-4ca9-a0f2-95b870aab77e,9,14,20,0,Yes
0d5ae0f7-31db-4faf-b9fd-c43e70c674ee,8,27,2,1,No
4de2e14a-096b-492c-802a-dac1f78109d6,3,55,19,3,Yes
431877f4-d216-4bba-933f-eca13ab658fe,8,15,23,8,No
0aeb62c1-2e62-4947-9d11-e04f2129fa32,9,33,11,6,Yes
115e25ac-a5ad-4909-8ca2-92abb3d17e33,9,2,29,2,Yes
a97f1f16-4296-463c-b23d-4da96bbf2020,8,67,28,8,Yes
80e1eec5-5f64-41a4-8b75-0cf5881850b2,8,2,19,2,Yes
9fd56567-f3f9-43f6-a005-5d404a2a9d5a,2,24,18,1,No
58b65862-c151-4868-8c4a-811b8708a617,3,27,17,9,No
7db285c2-4600-4a00-b4b8-41d7ca1122f7,4,22,29,5,No
22fc62b7-26ef-4446-92eb-b3deafc68f58,5,65,20,7,No
92a5a94a-0d02-43c2-b33b-d052963fd11d,9,31,28,7,Yes
528d4f75-dcdb-4e70-84c4-1e56f7d71340,5,13,8,8,Yes
170f71eb-584f-4066-a7b8-78941783ac9c,9,21,8,4,No
b85c173f-ce7c-47a3-9742-d9b124823a60,0,53,8,5,Yes
6a277cc7-a754-4d92-ac3f-792da2a26ac0,3,40,14,4,Yes
5bac616c-fbe1-4ab8-bbdf-305864390a90,9,27,24,1,No
cc968338-9cf7-43a1-9bda-22a93afeb7dc,6,40,3,7,No
28173a69-8318-4d91-9c97-a2651abdc64c,7,45,5,9,Yes
da1dcd3e-3d87-4b1e-9f73-4e7b12b2e5ae,7,54,9,8,No
91a8c5d6-7f6c-46b2-bcec-f8070c43c5b8,5,60,25,7,Yes
34569fc4-7056-4fdd-ad02-d14dc9f2f701,2,64,20,7,Yes
ad64f0c6-bc8c-42d2-a75c-bb93c024529c,3,36,7,9,No
e3b7ec9e-c49c-4be5-99dd-5609eb7d04e2,3,39,28,5,Yes
402fa676-50d5-4ffa-9a7b-df0be0a4524b,5,1,25,8,No
2d5ee21d-9c89-4a39-82dd-58aaa7f48b3e,3,48,24,1,Yes
f9be0cda-6af7-4836-bd0d-4c797048742e,4,66,26,6,No
0917b57d-aa4d-485f-8548-29677c78bb04,5,23,28,5,Yes
afeda887-59b2-4f7d-a4a0-a7a264bfc550,2,61,22,3,No
67cb491d-e4b0-4920-978b-f593e6339cff,2,53,6,9,No
75c29730-fb88-4d9c-9549-ed79cb70f18e,6,35,13,9,Yes
c54f996e-64fe-4cbd-b3da-473382bbad2d,0,65,7,2,No
b9669dc3-afe9-4f92-9948-fbad706f5895,3,20,8,6,No
e43fcaab-ab5d-4afe-9428-494d5caef1f4,2,59,3,5,Yes
a57afd8e-bcc0-4b9b-8fe0-9bdf0e28810a,4,52,16,5,No
01fa960b-f219-427e-a9b8-80a715e82d2f,1,47,16,0,No
a61d8390-aa0b-4edb-ac00-68c98c6973bb,9,49,20,8,Yes
7a3292af-dd4d-41a7-ab18-139d231bbcc6,8,2,23,6,Yes
6e8cd4b4-78ed-4e7b-af38-dbec4b05d280,4,16,10,4,No
9c087c13-9d14-40a4-b1e1-00bc9125da17,9,24,6,0,No
a6e94a4a-8563-441d-8d8e-1cc0ce84a9b1,3,5,19,9,No
fbd8b0a4-9ce3-47cc-ba82-b9cc1c471ced,3,12,6,1,Yes
5f4bfff6-3494-4df9-8d59-3c476a37c04d,6,67,26,1,Yes
7c64b987-f8b7-4390-ae1d-b7a81ac9ec51,3,66,18,4,No
c9d7ef20-26dc-4b87-b1dd-0eaa89d59c0b,9,38,27,5,No
dae50a30-6235-4770-9614-2e8e69ddc044,7,60,20,8,Yes
5798a3a6-b0e5-4ead-9996-3319be9b95e2,0,70,14,7,Yes
cd1b5e18-4e4c-408d-a3f1-6ed706a4c472,9,68,6,6,Yes
836fb787-1a12-4b59-938c-3d386a69bafd,5,52,17,9,No
0ffcfaf8-3d08-4dc0-bbca-927479cbcfeb,8,62,19,6,No
09c8f8e4-dcb5-4c1f-96e9-e639e86b4656,4,35,27,3,Yes
dac93780-2e6b-4614-a2f1-3c9581531fd4,4,27,16,1,No
c4355503-73b0-494e-9af8-740ec3a8b59a,3,1,25,0,Yes
0cdf44d7-1c42-4dd6-ad59-2345db5c7e3f,8,41,19,7,Yes
55992032-95d0-4555-91c0-38e5f0066861,1,25,16,3,Yes
cee854ed-f35c-4f17-84a9-d655f1d955a1,8,23,6,9,Yes
7ff4661b-4ab7-4be1-a863-90146e4534ee,5,50,5,1,Yes
88be1df1-20ee-405d-aa78-841432a63056,9,20,7,5,Yes
89a4c76a-8b13-4cb0-addf-34500ca0b886,7,11,28,2,Yes
91e66f5e-743a-4307-9d68-c228447eadf9,3,71,9,1,No
c128860f-8d29-4102-ba7c-f4b14058b0ce,3,4,23,6,Yes
84daff90-b497-47ea-a6ca-5b8c0cee80c2,9,57,20,3,No
845ba689-6b5a-4133-ba1d-db06ecdd9e05,0,6,24,4,Yes
b16696f1-5a9f-44a6-a005-af7773591575,5,13,17,5,No
71b1cef3-31f5-4372-b922-f095b70bdd92,1,20,27,6,Yes
cf058ff1-1d14-4e57-8801-5c643331fc7e,4,62,3,6,Yes
ba1f6cbf-0f6b-4e25-9644-e6b8d25f0463,2,34,28,3,No
1414f6a6-9db7-4e78-9fdd-8633238971fd,1,6,23,7,Yes
317f6233-af65-46a0-a49d-6e2e8a9a28aa,9,62,2,3,No
c623805d-a977-4d93-8d72-d78f054078c9,0,27,29,3,Yes
9941aceb-d09c-4485-b351-8ddba157ec6f,8,9,24,7,Yes
06338ed3-6b18-4675-97ce-59589aa575f3,0,38,4,8,No
0035104c-c24d-4742-977d-8a0e314a6f6a,7,1,27,5,Yes
6f28d1d5-a0bd-4dbf-9c17-ddc05ff99a90,5,3,20,1,Yes
dd056266-0b39-488e-8c7a-4784074aebe1,3,34,12,9,Yes
c67d8e5d-409b-47a8-8e24-871c3c1d4a48,8,55,3,7,Yes
ee3b017a-7cc3-499a-bce2-027f1227abcb,0,36,10,9,No
8a0b7817-3195-4cce-940c-c51dc442ec93,3,33,14,8,Yes
b4355d63-6ef8-4cf6-ab6f-eb8fc353f88d,9,44,24,8,Yes
8ecc9527-d4e2-4427-8276-fa45e2508510,6,48,22,7,Yes
27fd7565-5256-4be4-9b7b-108d4cbf19c4,3,45,9,1,Yes
aa65e42a-9a91-4b70-a954-a01c368c8ebe,0,67,24,4,Yes
f7f30b58-064d-4deb-8d00-488bac910048,3,52,26,1,Yes
534f56d6-7ce3-4071-91ff-22164da9c795,5,31,11,0,Yes
57f4a5c1-3c6f-450c-8782-64f2e3f1d93c,7,6,20,3,No
f30d1a57-f562-4e14-90e5-ced6efdc0d87,1,16,8,6,Yes
8d201546-fe0e-481e-a865-289ed62d0efd,8,43,29,0,No
e97d93a4-c867-4af9-a0bd-def64f0ce364,6,65,9,2,No
c3caf042-e981-4ff2-8d8f-694ec27a1caa,5,46,6,4,Yes
1b8fab16-165c-40a9-871a-f02aa707fc96,2,60,6,9,No
43a08f15-cecb-4dbd-aecf-d42807cf3e7d,3,54,28,8,No
da549662-c30f-43b4-b980-d956bf675794,7,9,26,8,No
1b41a0f2-69f8-4ffb-b4f2-d69012c25823,6,50,9,9,No
09b28bef-086a-441c-914f-a841094f8df0,5,34,13,6,Yes
58014d61-7623-4900-99fa-c65884e194cf,6,53,26,6,Yes
caca1c2f-cfc1-4717-af27-63955ae122a1,8,65,25,9,No
694dbf6c-2616-412f-9c2f-ec05e6187c4f,4,37,20,2,No
730bd597-1a3f-44f7-b2bb-b13187ee3bb4,4,23,6,6,Yes
7350bdc2-cc6b-4b2d-a2e7-34d0314c023f,9,18,21,0,No
7bb354c3-4c63-4e30-8977-33aa3de98366,6,12,28,0,No
21f32c97-335f-45ee-8f4e-9d4983e6407c,6,5,27,0,Yes
690f7ea4-2d14-4386-ab6b-eb194ff12b3d,4,20,21,8,No
d109fe98-7411-40f5-996c-98f9e1143ca8,7,55,15,3,Yes
a3b9a7b9-518d-4f4d-ae72-1f54fae99454,5,66,9,5,Yes
e8012028-b4b1-4778-8e19-83d474771f49,3,4,27,3,No
13f462fb-dd42-44d6-b05c-260c574b222f,8,27,24,7,No
a62a41a6-9d73-4ff7-8b2c-b15222a0eadc,1,34,11,1,Yes
3dc41cbd-3100-4268-b7fb-46f94c4c3e4d,1,71,20,4,No
e3d21fb3-da45-4bd3-b3df-67936c0bdb5a,4,29,17,8,Yes
37893aed-e685-4ad6-84a3-e1212f5cf03e,2,40,2,4,No
7d6ada25-a815-43af-809d-bd962380ab53,2,55,19,1,No
b669c6a5-773d-4edf-861d-0ef0e3c4dba2,6,58,23,3,Yes
a920e312-d3d5-4918-86af-9d92ddfe081c,4,41,22,1,Yes
5fbe43ae-e822-4563-8348-be93fdd9848d,5,11,16,1,Yes
d25426f1-5401-46c8-9fe1-0da3ceb1ce8e,2,66,21,1,Yes
1e3b9977-1d2c-4390-b64a-d07888028594,7,41,13,3,No
18211eb7-b99b-452e-bb6e-b0eea24ff07e,4,6,2,6,Yes
637ebd7a-1d63-423a-9435-65cf8bd8001d,7,64,22,2,Yes
b2fd2e7d-6aa2-4d5b-993b-4a9aa7761591,3,29,11,4,Yes
9322f3ff-98a2-4a3d-ac64-4e27b742e90a,3,14,22,9,Yes
0586ea75-2572-418d-9a8b-89e596e10e45,4,51,26,7,Yes
5baff2e4-00ea-4954-9311-45169059ad16,7,47,24,4,Yes
9b4f6ff7-6505-4844-8042-397ff1d79b1b,3,48,24,4,No
58764cc4-d666-4ee3-a78c-410f8b1c6ae4,5,47,13,5,No
5713b025-29e4-4ce3-acb9-00fc14afa5cc,7,5,7,8,No
cf110255-1174-4358-8b03-efa2e2508030,2,18,13,1,No
8b8c54d6-8197-4747-a33f-d9b2c398c3d1,5,47,25,0,Yes
92ccda08-974d-4654-bd7c-7154332ad68d,6,70,19,5,No
b1c77105-971d-4a9d-a232-269f80a1429f,7,6,24,8,Yes
80ae8da6-974c-4096-89fd-78527a3037ea,4,12,12,4,No
a4a5dc25-481f-4b43-8cf6-a4cc4bdedaab,3,2,8,8,No
ce358679-52e1-4cf6-a330-2465909e60c9,9,3,5,1,No
31f3fb3e-832e-45d3-97ef-f7210e519272,9,25,28,4,No
b1c15fe6-8711-4ece-ac84-41c1458f2677,9,24,17,8,No
e44cad4f-b977-412c-b1e9-77ed672b6fe9,3,63,8,3,Yes
49b042e1-53a6-4410-9923-6736881a40a0,2,46,27,2,Yes
e87b663a-5466-4192-8cca-5732a4932aa1,1,33,18,6,Yes
57bab8c3-516e-4d87-b620-37fccf46b3ec,9,71,11,4,No
54cf4849-531e-4a36-aa04-995c1622e946,5,11,13,3,No
c581e8c3-5cf5-4eea-ae56-6ce060585f99,0,6,15,1,No
92bfa984-d34a-4aaa-bb0e-a7405a1e5b7c,5,50,4,1,Yes
955d0522-aa1c-48bf-94aa-8e6cee3fe4bf,4,69,28,8,Yes
9961cdbc-6a66-4806-81dc-572838675e2b,1,64,10,6,Yes
6eefb8d1-b9ca-4dae-b889-c8487b9c67ca,9,62,20,0,Yes
1bf6362c-86d8-4641-9275-d58aeb8ec286,4,57,3,4,No
41a9db99-f2ff-425e-b221-2bccdb610ab6,6,17,3,5,No
56baaef6-3269-4f6e-81a2-b0eda7f3dfbd,0,70,27,4,Yes
c23b93ad-136e-4afe-b15a-ea1dc5c18501,4,22,19,7,No
1a38f25c-3f63-43c2-aaae-19f78b846ca2,7,23,26,6,Yes
5709cbf1-f3de-4040-9328-047fdefeef99,7,46,12,3,No
ed434c98-939c-4cb0-9a5f-37d7d2709216,7,49,14,4,No
2ecbe06f-fb49-4e5c-afe1-a25062719e22,0,70,7,2,Yes
fbe1a149-8c8f-4d5a-849e-b7f795ee325e,7,20,18,6,No
a0d2234b-17cd-48ae-8a57-f4d46a0fca7c,7,26,28,8,No
9621fe07-5d90-4725-b188-e8fe7e25cdd0,4,63,13,1,No
1675a82e-775c-44d1-bb81-1cb24592df86,5,19,11,8,Yes
3263fb86-3b19-4830-8f9d-4e2a65341893,1,4,2,3,Yes
71f1ee1d-3769-49e1-842d-1009391e2831,1,56,3,7,No
a0b4c9fc-76df-4649-bdd8-8dea0598c85b,0,35,12,9,Yes
43efd7ff-d7b8-43c9-9872-020b9c1bdfa8,9,43,12,2,Yes
6adc410d-b765-4bfa-8833-d993b4e339f1,2,51,15,6,Yes
25f5ff93-8c26-43c5-875e-0c8f045e6056,1,26,22,7,No
be23fe14-0b9b-4ede-b4dd-98cf62e4adb6,7,48,8,3,Yes
